Dependency Name,Repository,GitHub Star,GitHub Forks,GitHub Watchers,Abondoned,Code Coverage %,Linters,Dependenats,NPM Stars,Maintainers,Contributors,Dependencies,License,Total Issues,Open Issues,Security Advisories
passport-local,https://github.com/jaredhanson/passport-local,2541,519,55,FALSE,0.98,1,1319,106,1,0,1,MIT,190,56,0
whatwg-fetch,https://github.com/github/fetch,25098,25098,3097,FALSE,,0,3991,138,3,0,0,MIT,,17,0
babel-preset-stage-3,https://github.com/babel/babel,38297,4666,858,FALSE,0.92,3,396,10,4,0,5,MIT,12512,830,0
babel-plugin-syntax-async-functions,https://github.com/babel/babel,37380,4453,866,FALSE,0.91,3,235,4,4,0,0,MIT,11922,805,0
rxjs,https://github.com/reactivex/rxjs,25803,2657,462,FALSE,,3,18279,104,2,6,1,Apache-2.0,6467,209,0
isparta-loader,https://github.com/deepsweet/isparta-loader,118,22,4,FALSE,,1,65,1,1,0,1,WTFPL,28,10,1
diff,https://github.com/kpdecker/jsdiff,6073,403,90,FALSE,,1,1398,76,1,0,0,BSD-3-Clause,332,108,0
jscoverage,https://github.com/fishbar/jscoverage,87,22,2,FALSE,,1,14,6,4,1,7,MIT,47,20,7
formidable,https://github.com/node-formidable/formidable,6068,653,112,FALSE,0.81,3,1164,243,5,0,4,MIT,786,39,0
jsx-loader,https://github.com/petehunt/jsx-loader,109,58,9,FALSE,,0,122,7,1,0,2,Apache-2.0,59,26,0
load-grunt-config,https://github.com/firstandthird/load-grunt-config,378,66,12,FALSE,,0,44,36,2,0,7,MIT,194,16,0
grunt-conventional-changelog,https://github.com/btford/grunt-conventional-changelog,239,59,13,FALSE,0.95,3,5,2,2,2,5,MIT,66,4,2
htmlparser2,https://github.com/fb55/htmlparser2,3227,345,55,FALSE,0.99,2,1333,92,1,0,4,MIT,1005,1,0
adm-zip,https://github.com/cthackers/adm-zip,1484,326,37,FALSE,,2,1503,49,1,0,0,MIT,394,120,0
gulp-ng-annotate,https://github.com/Kagami/gulp-ng-annotate,269,30,4,FALSE,,0,139,58,1,0,6,CC0-1.0,47,1,2
grunt-mocha-istanbul,https://github.com/pocesar/grunt-mocha-istanbul,73,23,2,FALSE,,0,18,8,1,0,0,MIT,74,6,0
unique-random-array,https://github.com/sindresorhus/unique-random-array,65,6,7,FALSE,,2,1139,5,1,0,1,MIT,3,0,0
es6-shim,https://github.com/paulmillr/es6-shim,3049,399,110,FALSE,,1,704,18,2,0,0,MIT,470,35,0
webpack-merge,https://github.com/survivejs/webpack-merge,2416,121,14,FALSE,0.99,1,3261,81,1,0,2,MIT,189,3,0
nib,https://github.com/visionmedia/nib,1901,248,57,FALSE,,1,352,36,2,0,1,MIT,348,97,0
gulp-install,https://github.com/slushjs/gulp-install,105,43,7,FALSE,,3,559,25,1,0,6,MIT,61,15,1
shortid,https://github.com/dylang/shortid,5625,266,60,FALSE,,2,2552,195,2,0,1,MIT,162,17,0
babel-preset-react-hmre,https://github.com/danmartinez101/babel-preset-react-hmre,-1,-1,-1,TRUE,,0,161,14,2,0,4,ISC,,,0
gulp-debug,https://github.com/sindresorhus/gulp-debug,224,30,6,FALSE,,2,284,44,1,0,6,MIT,47,1,0
knex,https://github.com/knex/knex,14920,1764,205,FALSE,0.92,3,1673,126,4,5,13,MIT,4818,572,0
eslint-plugin-mocha,https://github.com/lo1tuma/eslint-plugin-mocha,257,63,6,FALSE,1,2,268,10,3,1,2,MIT,297,22,0
babel-plugin-transform-react-jsx,https://github.com/babel/babel,38498,4722,854,FALSE,0.92,2,524,10,4,0,3,MIT,12696,760,0
gulp-stylus,https://github.com/stevelacy/gulp-stylus,223,61,7,FALSE,,1,235,64,1,0,7,MIT,201,2,0
traverse,https://github.com/substack/js-traverse,963,117,20,FALSE,,0,1028,42,1,0,0,MIT,73,49,0
babel-plugin-syntax-flow,https://github.com/babel/babel,37291,4437,867,FALSE,0.91,3,134,4,4,0,0,MIT,11891,796,0
gulp-format-md,https://github.com/jonschlinkert/gulp-format-md,9,5,2,FALSE,,2,1,0,1,0,4,MIT,3,2,0
levelup,https://github.com/Level/levelup,3944,291,94,FALSE,0.97,1,665,61,3,0,6,MIT,703,4,0
cookie,https://github.com/jshttp/cookie,894,116,24,FALSE,1,2,1885,71,1,1,0,MIT,127,9,0
gulp-coffeelint,https://github.com/janraasch/gulp-coffeelint,55,25,3,FALSE,0.97,2,30,12,1,0,5,MIT,60,0,2
oauth,https://github.com/ciaranj/node-oauth,2379,666,59,FALSE,,0,670,76,1,0,0,MIT,357,163,0
node-notifier,https://github.com/mikaelbr/node-notifier,5204,302,62,FALSE,,2,1444,175,1,0,6,MIT,374,86,0
hiredis,https://github.com/redis/hiredis-node,298,82,22,FALSE,,0,418,28,2,1,2,BSD-3-Clause,144,14,0
imports-loader,https://github.com/webpack-contrib/imports-loader,495,62,19,FALSE,0.92,3,410,8,3,0,2,MIT,114,0,0
globby,https://github.com/sindresorhus/globby,1762,119,19,FALSE,,2,4400,50,1,0,6,MIT,190,27,0
md5,https://github.com/pvorb/node-md5,794,165,12,FALSE,,0,3546,69,2,1,3,BSD-3-Clause,62,12,0
electron-prebuilt,https://github.com/electron-userland/electron-prebuilt,774,148,27,FALSE,,1,160,47,8,0,2,MIT,277,3,1
pegjs,https://github.com/pegjs/pegjs,4070,421,95,FALSE,0.94,1,400,22,2,0,0,MIT,667,113,0
postcss-import,https://github.com/postcss/postcss-import,1103,115,18,FALSE,,3,1449,25,2,0,3,MIT,467,9,0
estraverse,https://github.com/estools/estraverse,827,125,25,FALSE,,1,929,10,3,0,0,BSD-2-Clause,119,37,0
vue-hot-reload-api,https://github.com/vuejs/vue-hot-reload-api,445,51,19,FALSE,,0,1058,4,2,0,0,MIT,60,24,0
babel-tape-runner,https://github.com/wavded/babel-tape-runner,138,17,1,FALSE,,1,15,5,1,0,4,MIT,31,10,0
chai-spies,https://github.com/chaijs/chai-spies,127,29,8,FALSE,,0,109,1,1,0,0,MIT,115,12,0
connect-livereload,https://github.com/intesso/connect-livereload,303,58,5,FALSE,,1,197,17,1,1,0,MIT,84,9,0
map-stream,https://github.com/dominictarr/map-stream,121,19,5,FALSE,,0,593,16,1,0,0,MIT,28,12,0
node.extend,https://github.com/dreamerslab/node.extend,129,20,11,FALSE,,2,471,8,2,1,2,(MIT OR GPL-2.0),27,1,0
budo,https://github.com/mattdesl/budo,2132,117,33,FALSE,,1,53,32,2,0,30,MIT,254,39,1
semistandard,https://github.com/standard/semistandard,1220,79,15,FALSE,,1,37,11,11,0,9,MIT,269,0,0
broccoli-merge-trees,https://github.com/broccolijs/broccoli-merge-trees,24,33,10,FALSE,,1,747,1,4,0,2,MIT,90,10,0
pluralize,https://github.com/blakeembrey/pluralize,1753,162,16,FALSE,,0,2859,33,1,0,0,MIT,180,43,0
grunt-mocha,https://github.com/disqus/grunt-mocha,5,6,13,FALSE,,1,19,7,4,2,3,MIT,15,8,1
react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,20209,3227,438,FALSE,0.96,3,2033,50,3,0,17,MIT,6127,162,0
autoprefixer-loader,https://github.com/passy/autoprefixer-loader,221,25,7,FALSE,,1,134,7,2,0,4,MIT,40,3,0
broccoli-ember-hbs-template-compiler,https://github.com/toranb/broccoli-ember-hbs-template-compiler,7,12,3,FALSE,,0,6,0,3,0,4,MIT,13,1,13
faker,https://github.com/Marak/Faker.js,33394,2860,379,FALSE,0.99,1,1344,274,1,1,0,MIT,1211,282,0
babel-plugin-transform-regenerator,https://github.com/babel/babel,38406,4681,858,FALSE,0.92,2,411,1,4,0,1,MIT,12574,761,0
level,https://github.com/Level/level,1191,91,21,FALSE,1,1,677,50,3,0,3,MIT,204,3,0
ora,https://github.com/sindresorhus/ora,7152,261,46,FALSE,,2,13993,145,1,0,9,MIT,186,11,0
ip,https://github.com/indutny/node-ip,1239,168,33,FALSE,,2,2017,54,5,0,0,MIT,110,60,0
acorn,https://github.com/acornjs/acorn,7793,709,155,FALSE,,2,2007,33,3,0,0,MIT,1067,25,0
yamljs,https://github.com/jeremyfa/yaml.js,825,126,20,FALSE,,0,1357,64,1,0,2,MIT,140,49,0
gulp-gh-pages,https://github.com/shinnn/gulp-gh-pages,612,69,12,FALSE,0.13,2,94,41,2,1,6,MIT,36,1,3
react-transform-hmr,https://github.com/gaearon/react-transform-hmr,789,56,12,FALSE,,0,176,4,2,0,2,MIT,88,7,0
canvas,https://github.com/Automattic/node-canvas,7871,946,287,FALSE,,1,1334,121,6,3,3,MIT,1863,288,0
pify,https://github.com/sindresorhus/pify,1378,85,18,FALSE,,2,1665,61,1,0,0,MIT,83,3,0
ape-testing,https://github.com/ape-repo/ape-testing,-1,-1,-1,TRUE,,0,1,1,1,0,4,MIT,,,0
css,https://github.com/reworkcss/css,1359,221,25,FALSE,,0,1032,30,11,0,3,MIT,159,70,0
gulp-nodemon,https://github.com/JacksonGariety/gulp-nodemon,529,73,14,FALSE,,3,173,82,1,0,3,BSD-2-Clause,183,41,1
markdown-it,https://github.com/markdown-it/markdown-it,11933,1221,170,FALSE,1,2,2284,81,1,0,5,MIT,787,8,0
babel-preset-latest,https://github.com/babel/babel,38362,4671,858,FALSE,0.92,2,328,6,1,0,3,MIT,12558,761,0
eventemitter3,https://github.com/primus/eventemitter3,2400,196,37,FALSE,1,0,2571,40,3,0,0,MIT,240,7,0
nsp,https://github.com/nodesecurity/nsp,1675,138,52,FALSE,,1,51,112,2,0,9,Apache-2.0,94,0,11
gulp-streamify,https://github.com/nfroidure/gulp-streamify,58,2,3,FALSE,0.96,1,75,14,1,0,1,MIT,6,1,0
cssnano,https://github.com/cssnano/cssnano,4006,301,52,FALSE,0.97,3,2020,52,8,0,4,MIT,1241,72,0
protractor,https://github.com/angular/protractor,8755,2391,520,FALSE,,2,267,77,4,0,15,MIT,5520,669,0
karma-coffee-preprocessor,https://github.com/karma-runner/karma-coffee-preprocessor,52,32,7,FALSE,,1,25,1,3,15,2,MIT,90,10,0
grunt-autoprefixer,https://github.com/ndmitry/grunt-autoprefixer,806,64,22,FALSE,,2,56,45,1,0,4,MIT,130,11,1
form-data,https://github.com/form-data/form-data,1843,254,29,FALSE,0.99,2,3521,61,4,0,3,MIT,508,103,0
rollup-plugin-commonjs,https://github.com/rollup/rollup-plugin-commonjs,488,125,22,FALSE,,2,1093,4,5,0,5,MIT,423,0,0
ape-covering,https://github.com/ape-repo/ape-covering,-1,-1,-1,TRUE,,0,1,0,1,0,3,MIT,,,0
methods,https://github.com/jshttp/methods,163,29,14,FALSE,1,0,775,16,4,3,0,MIT,20,2,0
babel-plugin-transform-es2015-spread,https://github.com/babel/babel,38417,4693,855,FALSE,0.92,2,238,1,4,0,1,MIT,12593,762,0
eslint-config-google,https://github.com/google/eslint-config-google,1540,142,33,FALSE,,2,159,8,3,0,0,Apache-2.0,68,13,0
vue-style-loader,https://github.com/vuejs/vue-style-loader,221,63,14,FALSE,,0,858,5,2,0,2,MIT,56,22,0
koa-static,https://github.com/koajs/static,1022,109,18,FALSE,1,1,1663,32,10,0,2,MIT,151,5,0
moment-timezone,https://github.com/moment/moment-timezone,3629,796,100,FALSE,,1,3354,79,6,0,1,MIT,964,249,0
gulp-rimraf,https://github.com/robrich/gulp-rimraf,151,8,3,FALSE,,1,99,28,1,0,2,MIT,26,0,0
istanbul-instrumenter-loader,https://github.com/webpack-contrib/istanbul-instrumenter-loader,272,68,14,FALSE,0.92,2,171,6,2,0,4,MIT,112,28,0
gulp-jade,https://github.com/phated/gulp-jade,513,83,14,FALSE,,1,141,86,3,0,3,MIT,223,2,7
testem,https://github.com/testem/testem,2928,390,69,FALSE,,2,36,14,4,0,29,MIT,1480,114,0
grunt-env,https://github.com/jsoverson/grunt-env,223,38,9,FALSE,,0,35,15,2,0,2,Apache-2.0,47,8,0
path-exists,https://github.com/sindresorhus/path-exists,131,14,8,FALSE,,2,1368,14,1,0,0,MIT,15,0,0
karma-junit-reporter,https://github.com/karma-runner/karma-junit-reporter,169,146,13,FALSE,,1,90,4,3,42,2,MIT,188,49,0
ssh2,https://github.com/mscdex/ssh2,4587,530,121,FALSE,,1,917,80,1,0,4,MIT,1079,61,0
eslint-plugin-flowtype,https://github.com/gajus/eslint-plugin-flowtype,1066,154,10,FALSE,,2,4216,17,1,0,2,BSD-3-Clause,511,34,0
gulp-conflict,https://github.com/slushjs/gulp-conflict,22,10,3,FALSE,,2,493,4,1,0,4,MIT,15,6,9
gulp-karma,https://github.com/lazd/gulp-karma,75,37,8,FALSE,,0,24,14,1,0,4,MIT,51,6,3
fs-promise,https://github.com/kevinbeaty/fs-promise,171,11,7,FALSE,,1,574,27,1,0,4,MIT,31,0,0
deep-extend,https://github.com/unclechu/node-deep-extend,195,55,15,FALSE,,1,1037,17,1,4,0,MIT,46,11,0
npmlog,https://github.com/npm/npmlog,368,56,31,FALSE,0.86,1,1879,26,7,0,4,ISC,83,21,0
gulp-tslint,https://github.com/panuhorsmalahti/gulp-tslint,123,49,7,FALSE,,1,123,10,1,1,6,MIT,151,21,0
phantomjs-polyfill,https://github.com/tom-james-watson/phantomjs-polyfill,43,6,18,FALSE,,0,22,5,1,0,0,ISC,3,2,0
xmlhttprequest,https://github.com/driverdan/node-XMLHttpRequest,399,284,18,FALSE,,1,976,18,1,0,0,MIT,192,102,0
istanbul-harmony,https://github.com/fengmk2/istanbul,13,5,2,FALSE,0.98,1,5,2,1,52,14,BSD-3-Clause,14,12,16
mock-fs,https://github.com/tschaub/mock-fs,804,88,10,FALSE,,1,97,25,1,0,0,MIT,342,51,0
in-publish,https://github.com/iarna/in-publish,121,17,6,FALSE,,0,169,11,1,0,0,ISC,14,8,0
jit-grunt,https://github.com/shootaroo/jit-grunt,512,33,13,FALSE,,3,31,23,1,0,0,MIT,57,12,0
wiredep,https://github.com/taptapship/wiredep,1162,151,36,FALSE,,1,302,77,4,0,6,MIT,280,33,0
react-native,https://github.com/facebook/react-native,99641,21487,3667,FALSE,0.08,3,2797,95,7,0,31,MIT,32466,2144,1
markdown,https://github.com/evilstreak/markdown-js,7560,915,194,FALSE,,0,520,64,2,2,1,MIT,315,102,1
conventional-changelog,https://github.com/conventional-changelog/conventional-changelog,5594,566,44,FALSE,0.93,2,223,13,6,3,11,MIT,826,201,0
recursive-readdir,https://github.com/jergason/recursive-readdir,318,77,2,FALSE,,0,1502,34,2,0,1,MIT,79,19,0
babel-plugin-transform-es2015-classes,https://github.com/babel/babel,37349,4444,866,FALSE,0.91,3,234,3,4,0,9,MIT,11914,799,0
gulp-sequence,https://github.com/teambition/gulp-sequence,196,12,28,FALSE,,1,208,56,1,0,1,,15,0,0
beefy,https://github.com/chrisdickinson/beefy,801,60,15,FALSE,,0,22,37,2,0,18,MIT,114,47,6
consolidate,https://github.com/tj/consolidate.js,3305,368,64,FALSE,,2,1313,98,4,0,1,MIT,339,53,0
karma-script-launcher,https://github.com/karma-runner/karma-script-launcher,10,9,8,FALSE,,1,18,1,3,3,0,MIT,40,38,0
gulp-cached,https://github.com/contra/gulp-cached,448,24,9,FALSE,,0,213,48,2,0,2,MIT,25,9,0
errorhandler,https://github.com/expressjs/errorhandler,394,56,18,FALSE,1,1,759,60,5,2,2,MIT,26,0,0
execa,https://github.com/sindresorhus/execa,4218,160,33,FALSE,1,2,6709,43,2,0,9,MIT,477,25,0
pug,https://github.com/pugjs/pug,20269,1949,556,FALSE,1,2,2247,181,2,0,8,MIT,3330,255,0
babel-plugin-transform-es2015-arrow-functions,https://github.com/babel/babel,38258,4649,857,FALSE,0.92,3,220,2,4,0,1,MIT,12477,852,0
cli,https://github.com/node-js-libs/cli,781,77,20,FALSE,,0,574,69,1,1,2,MIT,106,27,0
broccoli,https://github.com/broccolijs/broccoli,3312,223,75,FALSE,,2,72,24,5,0,24,MIT,486,36,2
karma-html2js-preprocessor,https://github.com/karma-runner/karma-html2js-preprocessor,77,27,9,FALSE,,0,23,5,3,6,0,MIT,30,17,0
ms,https://github.com/vercel/ms,3741,226,53,FALSE,,2,2134,113,97,0,0,MIT,166,20,0
unzip,https://github.com/EvanOxfeld/node-unzip,580,286,13,FALSE,,0,751,36,2,0,6,MIT,133,87,1
gulp-tag-version,https://github.com/ikari-pl/gulp-tag-version,56,14,2,FALSE,,0,34,9,1,0,4,BSD-2-Clause,15,4,0
mocha-istanbul,https://github.com/arikon/mocha-istanbul,32,41,1,FALSE,,0,3,3,2,0,1,MIT,14,9,0
grunt-contrib-requirejs,https://github.com/gruntjs/grunt-contrib-requirejs,508,105,23,FALSE,,1,54,24,6,3,1,MIT,124,7,0
ini,https://github.com/isaacs/ini,581,184,43,FALSE,1,1,2051,44,7,0,0,ISC,129,54,0
inflection,https://github.com/dreamerslab/node.inflection,440,40,15,FALSE,,0,880,16,2,18,0,MIT,84,11,0
gulp-cssnano,https://github.com/ben-eb/gulp-cssnano,-1,-1,-1,TRUE,,0,221,92,1,0,5,MIT,,,4
must,https://github.com/moll/js-must,330,37,12,FALSE,,1,15,8,1,0,5,AGPL-3.0-or-later,77,27,0
send,https://github.com/pillarjs/send,706,178,18,FALSE,1,1,885,25,1,3,13,MIT,202,25,0
fstream,https://github.com/npm/fstream,206,53,33,FALSE,0.67,1,502,13,7,0,4,ISC,70,33,0
sax,https://github.com/isaacs/sax-js,981,304,27,FALSE,0.79,1,961,35,1,9,0,ISC,248,91,0
cron,https://github.com/kelektiv/node-cron,7228,555,115,FALSE,0.81,2,1056,200,2,14,1,MIT,588,97,0
hogan.js,https://github.com/twitter/hogan.js,5099,451,252,FALSE,,1,404,14,2,0,2,Apache-2.0,272,34,0
babel-plugin-transform-es2015-block-scoping,https://github.com/babel/babel,38362,4671,858,FALSE,0.92,2,209,1,4,0,5,MIT,12558,761,0
restler,https://github.com/danwrong/restler,2008,399,61,FALSE,,0,388,28,3,2,4,MIT,265,103,1
grunt-contrib-yuidoc,https://github.com/gruntjs/grunt-contrib-yuidoc,78,23,8,FALSE,,1,9,7,6,11,1,MIT,35,3,11
elasticsearch,https://github.com/elastic/elasticsearch-js-legacy,48,28,226,FALSE,,3,874,123,5,0,3,Apache-2.0,35,19,0
grunt-jasmine-node,https://github.com/jasmine-contrib/grunt-jasmine-node,68,101,6,FALSE,,0,8,5,1,0,2,MIT,70,24,2
travis-cov,https://github.com/alex-seville/travis-cov,23,4,2,FALSE,,0,3,1,1,0,0,,12,5,0
sprintf-js,https://github.com/alexei/sprintf.js,1953,287,54,FALSE,,2,1183,39,1,0,0,BSD-3-Clause,211,53,0
stylelint,https://github.com/stylelint/stylelint,9199,865,89,FALSE,0.96,3,1598,70,6,0,38,MIT,5681,253,0
gulp-clean-css,https://github.com/scniro/gulp-clean-css,638,43,14,FALSE,1,1,896,154,1,0,4,MIT,89,6,0
csv,https://github.com/adaltas/node-csv,3038,200,44,FALSE,,2,614,128,1,1,4,MIT,302,13,0
metalsmith,https://github.com/segmentio/metalsmith,7656,661,114,FALSE,0.94,0,1227,36,6,0,16,MIT,340,59,0
grunt-sass,https://github.com/sindresorhus/grunt-sass,1024,213,45,FALSE,,2,107,47,2,0,0,MIT,308,1,0
passport-oauth,https://github.com/jaredhanson/passport-oauth,116,51,5,FALSE,1,1,473,12,1,0,2,MIT,29,8,0
grunt-open,https://github.com/onehealth/grunt-open,114,19,6,FALSE,,1,34,11,1,0,1,MIT,37,13,0
connect-history-api-fallback,https://github.com/bripkens/connect-history-api-fallback,1608,127,25,FALSE,,1,987,20,1,1,0,MIT,80,12,0
deepmerge,https://github.com/TehShrike/deepmerge,2246,205,15,FALSE,,0,5813,27,1,0,0,MIT,235,41,0
chance,https://github.com/chancejs/chancejs,5660,397,83,FALSE,0.96,1,673,76,1,0,0,MIT,536,150,0
gulp-zip,https://github.com/sindresorhus/gulp-zip,266,49,10,FALSE,,2,262,65,1,0,5,MIT,119,5,0
ink-docstrap,https://github.com/docstrap/docstrap,730,202,26,FALSE,,2,52,10,2,0,2,MIT,341,66,2
coffee-loader,https://github.com/webpack-contrib/coffee-loader,135,52,12,FALSE,1,3,119,6,3,0,0,MIT,96,1,0
opener,https://github.com/domenic/opener,272,25,6,FALSE,,2,580,30,1,0,0,(WTFPL OR MIT),34,4,0
ts-loader,https://github.com/TypeStrong/ts-loader,3078,406,41,FALSE,0.83,2,2756,29,3,2,4,MIT,1383,64,0
pull-stream,https://github.com/pull-stream/pull-stream,755,73,17,FALSE,,0,703,8,5,0,0,MIT,133,24,0
validate-commit-msg,https://github.com/conventional-changelog/validate-commit-msg,538,111,8,FALSE,,1,49,15,3,0,4,MIT,118,0,1
gaze,https://github.com/shama/gaze,1144,174,25,FALSE,,2,501,40,3,10,1,MIT,262,67,0
sprintf,https://github.com/maritz/node-sprintf,78,12,5,FALSE,,0,365,7,1,0,0,BSD-3-Clause,22,1,0
gulp-webpack,https://github.com/shama/gulp-webpack,1369,129,28,FALSE,,1,60,67,2,0,5,MIT,237,58,4
xmlbuilder,https://github.com/oozcitak/xmlbuilder-js,869,103,17,FALSE,0.81,0,970,29,1,0,0,MIT,250,2,0
karma-coveralls,https://github.com/caitp/karma-coveralls,66,13,2,FALSE,0.89,1,21,2,1,0,4,MIT,46,3,1
function-bind,https://github.com/Raynos/function-bind,127,21,6,FALSE,,2,347,0,2,2,0,MIT,15,0,0
firebase,https://github.com/firebase/firebase-js-sdk,3828,662,189,FALSE,0,1,2079,129,5,0,26,Apache-2.0,5600,433,0
color,https://github.com/Qix-/color,4072,257,28,FALSE,,2,2137,52,1,0,2,MIT,232,22,0
websocket,https://github.com/theturtle32/WebSocket-Node,3343,570,143,FALSE,,1,1166,73,1,1,6,Apache-2.0,418,65,0
pump,https://github.com/mafintosh/pump,845,53,6,FALSE,,0,1385,69,1,0,2,MIT,56,17,0
mz,https://github.com/normalize/mz,1372,57,32,FALSE,0.92,0,1356,54,8,0,3,MIT,66,14,0
virtual-dom,https://github.com/Matt-Esch/virtual-dom,11184,807,291,FALSE,0.97,2,322,35,1,1,8,MIT,454,159,0
nedb,https://github.com/louischatriot/nedb,12783,914,260,FALSE,,0,733,85,1,1,5,,679,202,2
lodash.defaults,https://github.com/lodash/lodash,49890,5833,878,FALSE,0.33,2,599,4,2,3,0,MIT,5171,256,0
mime-types,https://github.com/jshttp/mime-types,960,92,16,FALSE,1,1,2860,64,2,3,1,MIT,93,7,0
dox,https://github.com/visionmedia/dox,2141,209,45,FALSE,,0,104,12,3,8,3,MIT,192,18,8
selenium-webdriver,https://github.com/SeleniumHQ/selenium,22147,6640,1335,FALSE,,2,688,159,6,0,3,Apache-2.0,9981,153,0
grunt-gh-pages,https://github.com/tschaub/grunt-gh-pages,334,31,8,FALSE,,1,9,12,1,0,4,MIT,93,22,0
grunt-npm,https://github.com/vojtajina/grunt-npm,11,4,0,FALSE,,0,2,1,1,0,0,MIT,8,6,0
codemirror,https://github.com/codemirror/CodeMirror,23864,4770,658,FALSE,,1,1622,51,1,952,0,MIT,6807,436,0
read,https://github.com/isaacs/read,169,35,21,FALSE,,0,656,11,7,0,1,ISC,37,16,0
slug,https://github.com/Trott/slug,152,15,2,FALSE,,1,573,106,1,0,0,MIT,238,3,0
eslint-friendly-formatter,https://github.com/royriojas/eslint-friendly-formatter,191,25,11,FALSE,,1,394,12,1,0,6,MIT,42,7,1
react-tap-event-plugin,https://github.com/zilverline/react-tap-event-plugin,1080,110,34,FALSE,,1,493,26,1,0,1,Apache-2.0,124,43,1
connect-redis,https://github.com/visionmedia/connect-redis,2543,343,57,FALSE,,2,538,113,3,1,0,MIT,329,2,0
osenv,https://github.com/npm/osenv,136,21,24,FALSE,0.78,0,499,6,7,0,2,ISC,25,13,0
dependency-check,https://github.com/dependency-check-team/dependency-check,471,44,14,FALSE,,1,24,35,3,0,9,BSD-3-Clause,193,21,0
vinyl-paths,https://github.com/sindresorhus/vinyl-paths,62,5,7,FALSE,,2,133,12,1,0,1,MIT,10,0,0
jison,https://github.com/zaach/jison,3962,427,106,FALSE,,0,164,14,1,0,8,MIT,399,155,0
grunt-replace,https://github.com/outaTiME/grunt-replace,415,46,6,FALSE,,2,28,19,1,0,4,MIT,101,4,0
reflect-metadata,https://github.com/rbuckton/reflect-metadata,2199,137,47,FALSE,,0,7198,28,1,0,0,Apache-2.0,132,50,0
postcss-cli,https://github.com/postcss/postcss-cli,679,88,12,FALSE,0.76,2,275,17,2,2,12,MIT,410,10,0
change-case,https://github.com/blakeembrey/change-case,1605,59,14,FALSE,1,1,1841,37,1,0,12,MIT,279,13,0
flux,https://github.com/facebook/flux,17188,3625,665,FALSE,,0,385,72,3,5,2,BSD-3-Clause,526,10,0
ecstatic,https://github.com/jfhbrook/node-ecstatic,972,204,33,FALSE,0.75,1,283,44,1,0,6,MIT,274,33,0
portfinder,https://github.com/http-party/node-portfinder,731,89,12,FALSE,,0,1391,15,2,0,3,MIT,122,10,0
query-string,https://github.com/sindresorhus/query-string,5614,422,32,FALSE,,2,4054,98,1,0,4,MIT,321,14,0
react-addons-css-transition-group,https://github.com/facebook/react,178620,178620,36193,FALSE,,0,665,19,5,0,1,MIT,,903,0
mqtt,https://github.com/mqttjs/MQTT.js,6476,1164,236,FALSE,0.94,3,1482,87,3,4,14,MIT,1312,302,1
http-proxy-middleware,https://github.com/chimurai/http-proxy-middleware,8464,666,121,FALSE,0.99,3,1949,85,1,0,5,MIT,585,66,0
amqplib,https://github.com/squaremo/amqp.node,3015,417,74,FALSE,,0,1769,62,2,0,6,MIT,645,154,0
escape-html,https://github.com/component/escape-html,347,55,10,FALSE,1,0,1079,37,2,0,0,MIT,28,1,0
browserify-istanbul,https://github.com/devongovett/browserify-istanbul,50,31,8,FALSE,,2,31,4,2,0,4,MIT,45,7,0
strip-ansi,https://github.com/chalk/strip-ansi,302,27,10,FALSE,,2,2434,13,2,0,1,MIT,37,0,0
bl,https://github.com/rvagg/bl,384,62,15,FALSE,,1,537,64,2,0,3,MIT,100,10,0
babel-plugin-transform-es2015-shorthand-properties,https://github.com/babel/babel,37247,4418,865,FALSE,0.92,3,193,1,4,0,2,MIT,11865,789,0
gulp-webserver,https://github.com/schickling/gulp-webserver,361,79,6,FALSE,,2,77,59,1,0,12,MIT,136,71,7
tsd,https://github.com/SamVerschueren/tsd,1200,38,10,FALSE,,2,49,37,2,0,6,MIT,131,20,0
http,https://github.com/npm/security-holder,104,104,38,FALSE,,0,1216,10,1,0,0,,,0,0
grunt-coveralls,https://github.com/pimterry/grunt-coveralls,47,9,3,FALSE,1,1,6,2,1,0,1,MIT,18,4,0
stylus-loader,https://github.com/webpack-contrib/stylus-loader,483,96,17,FALSE,0.96,3,828,10,5,0,3,MIT,326,0,0
sinon-as-promised,https://github.com/bendrucker/sinon-as-promised,139,13,3,FALSE,,2,29,14,1,0,2,MIT,71,1,0
prettyjson,https://github.com/rafeca/prettyjson,449,57,10,FALSE,0.96,1,799,56,1,0,2,MIT,52,23,0
gulp-angular-templatecache,https://github.com/miickel/gulp-angular-templatecache,528,98,10,FALSE,,2,140,82,2,6,8,MIT,178,6,1
exorcist,https://github.com/thlorenz/exorcist,326,31,5,FALSE,,0,84,19,2,0,4,MIT,51,0,0
install,https://github.com/benjamn/install,54,19,5,FALSE,,0,836,3,1,0,0,MIT,60,9,0
babel-plugin-istanbul,https://github.com/istanbuljs/babel-plugin-istanbul,529,65,12,FALSE,1,1,392,6,4,0,5,BSD-3-Clause,260,32,0
extend-shallow,https://github.com/jonschlinkert/extend-shallow,30,8,4,FALSE,,2,607,1,2,2,2,MIT,7,3,0
raf,https://github.com/chrisdickinson/raf,709,58,17,FALSE,,0,2404,25,2,1,1,MIT,44,0,0
object.assign,https://github.com/ljharb/object.assign,101,18,6,FALSE,0.67,1,586,6,1,0,4,MIT,82,0,0
