Dependency Name,Repository,GitHub Star,GitHub Forks,GitHub Watchers,Abondoned,Code Coverage %,Linters,Dependenats,NPM Stars,Maintainers,Contributors,Dependencies,License,Total Issues,Open Issues,Security Advisories
glossy,https://github.com/gcanti/tcomb-react,202,13,7,FALSE,,1,16,0,1,0,5,MIT,53,3,0
tcomb-react,https://github.com/jossef/material-design-icons-iconfont,403,46,10,FALSE,,0,152,5,2,0,0,Apache-2.0,77,23,0
material-design-icons-iconfont,https://github.com/juliemr/minijasminenode,31,20,4,FALSE,,0,9,0,1,0,0,MIT,30,12,0
minijasminenode,https://github.com/ethereumjs/ethereumjs-vm,1042,358,54,FALSE,0.38,3,100,0,6,1,15,MPL-2.0,1381,106,0
ethereumjs-vm,https://github.com/philcockfield/babel,1,0,1,FALSE,,0,0,0,1,0,7,MIT,0,0,0
js-babel-dev,https://github.com/robotlolita/pinky,2,0,2,FALSE,,0,2,0,1,0,0,MIT,2,0,5
pinky,https://github.com/npm/deprecate-holder,17,17,18,FALSE,,0,12,0,1,0,0,ISC,,0,0
firefox-client,https://github.com/Cellarise/gulp-load-params,2,0,2,FALSE,,2,0,0,1,0,1,MIT,0,0,0
gulp-load-params,https://github.com/Cellarise/gulp-load-params,2,2,0,FALSE,,0,40,2,1,0,0,Apache-2.0,,0,0
dom-storage,https://github.com/joliss/broccoli-es6-concatenator,12,21,2,FALSE,,0,2,0,2,0,5,MIT,31,0,0
broccoli-es6-concatenator,https://github.com/insin/eslint-config-jonnybuchanan,6,6,3,FALSE,,1,0,0,1,0,10,MIT,124,3,0
eslint-config-jonnybuchanan,https://github.com/luqin/react-component-tools,51,9,4,FALSE,,2,0,0,1,0,54,,17,6,1
react-component-tools,https://github.com/stevelacy/gulp-cson,13,5,0,FALSE,,0,4,3,1,0,3,MIT,9,1,35
gulp-cson,https://github.com/teknopaul/dom-js,17,5,2,FALSE,,0,16,0,1,2,1,,10,3,0
dom-js,https://github.com/math-io/ln,2,0,3,FALSE,,2,10,0,1,1,0,MIT,0,0,0
math-ln,https://github.com/fivdi/epoll,78,8,1,FALSE,,1,25,1,1,0,2,MIT,42,2,0
epoll,https://github.com/sackio/optionall,1,0,1,FALSE,,1,13,0,1,0,4,MIT,0,0,0
optionall,https://github.com/shtylman/qr.js,80,15,3,FALSE,,0,174,2,1,0,0,MIT,8,6,1
qr.js,https://github.com/mhart/epipebomb,59,8,1,FALSE,,0,27,0,1,0,0,,9,1,0
epipebomb,https://github.com/math-io/sqrt,2,6,2,FALSE,,2,9,0,1,1,0,MIT,1,0,0
math-sqrt,https://github.com/ethereumjs/ethereumjs-block,41,45,25,FALSE,0.94,1,110,1,8,0,5,MPL-2.0,91,0,0
ethereumjs-block,https://github.com/scottcorgan/lag,16,1,2,FALSE,,1,14,0,1,0,2,MIT,10,1,0
lag.all,https://github.com/dapuck/node-svn-interface,39,18,6,FALSE,,0,13,3,1,3,1,MIT,9,2,0
svn-interface,https://github.com/kaelzhang/node-home,3,1,1,FALSE,1,1,38,1,1,0,0,MIT,1,1,0
home,https://github.com/tinymce/tinymce,10033,1852,269,FALSE,,1,529,8,2,0,1,LGPL-2.1,7341,854,0
tinymce,https://github.com/michalkvasnicak/babel-plugin-css-modules-transform,323,52,8,FALSE,,2,46,5,1,0,2,MIT,118,30,0
babel-plugin-css-modules-transform,https://github.com/gtg092x/gulp-sftp,140,63,6,FALSE,,1,19,31,1,5,6,MIT,84,43,0
gulp-sftp,https://github.com/pid/puid,235,9,9,FALSE,,2,25,5,1,0,0,MIT,17,2,2
puid,https://github.com/mikolalysenko/luminance,4,4,0,FALSE,,0,3,0,6,0,2,MIT,,0,0
luminance,https://github.com/gsklee/ngStorage,2368,478,56,FALSE,,1,65,3,1,0,0,MIT,284,76,3
ngstorage,https://github.com/groupon/nlm,28,7,8,FALSE,,3,0,0,1,0,8,BSD-3-Clause,96,10,0
nlm,https://github.com/jcoglan/jsclass,509,38,16,FALSE,,0,8,4,1,0,0,MIT,46,7,0
jsclass,https://github.com/2betop/fis-lolcat,0,1,2,FALSE,,0,26,0,1,0,1,BSD-2-Clause,0,0,0
fis-lolcat,https://github.com/olov/stringmap,35,5,2,FALSE,,0,21,2,1,0,0,MIT,2,1,0
stringmap,https://github.com/rijs/fn,0,0,2,FALSE,0.51,0,4,0,1,0,2,MIT,0,0,0
rijs.fn,https://github.com/xudafeng/ipv4,7,1,3,FALSE,0.75,0,14,1,4,0,3,MIT,4,0,0
ipv4,https://github.com/dimsemenov/Photoswipe,21264,3218,563,FALSE,,1,216,20,1,0,0,MIT,1806,551,2
photoswipe,https://github.com/rijs/data,0,0,2,FALSE,0.91,0,4,0,1,0,1,MIT,0,0,0
rijs.data,https://github.com/nisaacson/loggly-console-logger,1,0,1,FALSE,,0,14,0,1,0,2,BSD-2-Clause,0,0,0
loggly-console-logger,https://github.com/sindresorhus/unique-random,92,12,8,FALSE,,2,25,2,1,0,0,MIT,11,2,16
unique-random,https://github.com/yuanfang829/fis-optimizer-smarty-xss,0,0,3,FALSE,,0,16,0,3,0,1,,0,0,0
fis-optimizer-smarty-xss,https://github.com/yuanfang829/fis-optimizer-smarty-xss,0,0,0,FALSE,,0,54,0,3,0,0,ISC,,0,0
swagger-schema-official,https://github.com/bpmn-io/min-dom,8,4,5,FALSE,,1,112,0,7,0,4,MIT,11,0,0
min-dom,https://github.com/react-grid-layout/react-resizable,1562,312,24,FALSE,,1,378,4,1,0,2,MIT,172,53,0
react-resizable,https://github.com/lauriro/testman,0,0,3,FALSE,0.82,0,0,0,1,0,0,MIT,0,0,0
testman,https://github.com/openmusic/demo-gulp-tasks,1,0,2,FALSE,,0,4,0,1,0,3,Apache-2.0,0,0,0
openmusic-demo-gulp-tasks,https://github.com/masylum/testosterone,82,13,4,FALSE,,0,0,0,1,0,2,,16,5,4
testosterone,https://github.com/sindresorhus/beeper,123,9,8,FALSE,,2,72,15,1,0,1,MIT,18,1,0
beeper,https://github.com/sindresorhus/beeper,127,127,10,FALSE,,1,8,0,3,0,0,MIT,,1,0
gardr-core-plugin,https://github.com/busterjs/buster-test,12,16,2,FALSE,,0,3,0,4,10,7,BSD-3-Clause,35,2,0
buster-test,https://github.com/jstransformers/jstransformer-cdata,0,0,3,FALSE,1,1,2,0,6,0,0,MIT,9,0,8
jstransformer-cdata,https://github.com/calvinmetcalf/lie-resolve,0,0,1,FALSE,,1,1,0,1,0,1,MIT,0,0,0
lie-resolve,https://github.com/nakamura-to/gate,8,1,2,FALSE,,0,14,0,1,0,0,,0,0,0
gate,https://github.com/moqada/eslint-config,1,2,1,FALSE,,2,0,0,1,0,1,MIT,49,6,0
eslint-config-moqada,https://github.com/MYFE-React-Component/myui-core,0,1,1,FALSE,,0,11,0,1,0,0,MIT,0,0,0
myui-core,https://github.com/dbkaplun/present,28,3,2,FALSE,,0,46,2,1,1,0,MIT,2,0,0
present,https://github.com/enquirer/enquirer,6212,246,44,FALSE,,2,1254,8,2,2,1,MIT,374,169,0
enquirer,https://github.com/enquirer/enquirer,6270,6270,249,FALSE,,0,2,0,1,0,5,MIT,,171,0
enhanced-require,https://github.com/folktale/data.validation,60,1,7,FALSE,,0,15,2,2,0,0,MIT,15,1,0
data.validation,https://github.com/jpmonette/feed,608,129,10,FALSE,1,2,88,8,1,1,1,MIT,159,43,0
feed,https://github.com/mattcg/socks5-https-client,168,25,4,FALSE,,0,68,1,1,0,1,MIT,31,12,0
socks5-https-client,https://github.com/bloglovin/lintlovin,10,3,39,FALSE,,3,1,1,3,0,9,MIT,18,1,0
lintlovin,https://github.com/mscdex/socksv5,331,112,13,FALSE,,0,34,2,1,0,1,MIT,48,33,21
socksv5,https://github.com/DataTables/Dist-DataTables-Bootstrap,18,21,4,FALSE,,0,62,3,1,0,2,MIT,2,0,2
datatables.net-bs,https://github.com/DataTables/Dist-DataTables-Bootstrap,18,18,21,FALSE,,0,2,0,1,0,4,MIT,,0,0
npmts-g,https://github.com/lukechilds/browser-env,159,13,1,FALSE,1,1,33,5,1,0,1,MIT,82,10,0
browser-env,https://github.com/marviq/coffee-jshint,42,21,38,FALSE,,2,4,3,1,4,4,BSD-3-Clause,34,4,0
coffee-jshint,https://github.com/marviq/coffee-jshint,42,42,21,FALSE,,1,190,11,2,0,4,Apache-2.0,,4,0
neo4j-driver,https://github.com/baryon/node-tinytim,20,2,1,FALSE,,0,26,0,1,1,0,MIT,2,0,0
tinytim,https://github.com/jquense/date-math,50,15,5,FALSE,,0,199,5,1,0,0,MIT,21,2,0
date-arithmetic,https://github.com/matt-major/do-wrapper,130,35,5,FALSE,,0,30,4,1,0,1,MIT,74,9,0
do-wrapper,https://github.com/matt-major/do-wrapper,135,135,36,FALSE,,0,26,0,1,0,0,,,6,0
text,https://github.com/unshiftio/millisecond,13,2,4,FALSE,1,0,35,2,3,0,0,MIT,21,5,0
millisecond,https://github.com/facebook/nuclide,7886,762,302,FALSE,,2,0,0,1,0,143,,1621,395,0
nuclide-external-interfaces,https://github.com/ianstormtaylor/to-case,112,7,1,FALSE,,0,74,3,1,0,11,MIT,8,3,0
to-case,https://github.com/solfegejs/solfege,3,0,2,FALSE,0.56,2,16,1,1,0,6,MIT,80,4,0
solfegejs,https://github.com/vakata/jstree,4858,1367,233,FALSE,,0,70,6,1,0,1,MIT,2526,10,0
jstree,https://github.com/vakata/jstree,1241,35,20,FALSE,,0,74,11,1,0,0,MIT,50,15,0
omelette,https://github.com/DavidSouther/rupert,0,0,1,FALSE,,0,1,0,2,0,7,ISC,0,0,0
rupert,https://github.com/sindresorhus/somebody,23,1,7,FALSE,,2,4,2,1,0,1,MIT,2,0,0
somebody,https://github.com/Raynos/individual,4,0,3,FALSE,,0,22,1,1,1,0,MIT,2,1,0
individual,https://github.com/wikimedia/preq,3,13,14,FALSE,,1,28,0,3,0,3,MIT,50,2,0
preq,https://github.com/jsdoc2md/dmd,34,46,2,FALSE,,1,8,1,1,0,12,MIT,83,3,0
dmd,https://github.com/assemble/assemble-yaml,7,2,12,FALSE,,2,9,0,2,2,7,MIT,13,1,0
assemble-yaml,https://github.com/blearjs/blear.utils.number,0,0,2,FALSE,1,0,20,0,1,0,2,MIT,0,0,15
blear.utils.number,https://github.com/kirbysayshi/tap-browser-color,19,2,0,FALSE,,0,2,2,1,0,0,MIT,2,2,0
tap-browser-color,https://github.com/juliangruber/is-mobile,127,20,1,FALSE,,1,176,6,1,0,0,MIT,31,0,0
is-mobile,https://github.com/dcodeIO/Preprocessor.js,70,18,6,FALSE,,0,3,5,1,0,1,Apache-2.0,21,10,0
preprocessor,https://github.com/dominictarr/pull-core,2,1,1,FALSE,,0,13,0,1,0,0,MIT,1,0,2
pull-core,https://github.com/dominictarr/pull-core,2,2,1,FALSE,,0,0,0,1,0,0,MIT,,0,0
tidying-media-container-base,https://github.com/hapijs/rejoice,64,14,20,FALSE,,0,11,4,1,0,3,BSD-3-Clause,75,0,0
rejoice,https://github.com/DamonOehlman/pull-file,10,6,3,FALSE,,0,32,0,3,0,1,MIT,7,4,5
pull-file,https://github.com/estools/espurify,26,6,5,FALSE,,0,16,0,1,2,0,MIT,23,3,0
espurify,https://github.com/takuyaa/kuromoji.js,626,68,23,FALSE,0.94,1,41,2,1,0,3,Apache-2.0,48,18,0
kuromoji,https://github.com/takuyaa/kuromoji.js,644,644,70,FALSE,,0,14,1,1,0,5,,,18,0
ender-bootstrap-base,https://github.com/kristoferjoseph/theme-mobile-light,2,2,2,FALSE,,1,0,0,2,1,4,Apache-2.0,4,0,0
topcoat-theme-mobile-light,https://github.com/bash-origin/bash.origin,6,0,3,FALSE,,0,16,0,1,0,0,,10,8,0
bash.origin,https://github.com/ant-design/babel-plugin-import,2757,369,31,FALSE,,3,1483,17,4,0,2,MIT,591,103,0
babel-plugin-import,https://github.com/markdirish/node-odbc,75,33,11,FALSE,,1,32,11,3,3,3,MIT,232,49,0
odbc,https://github.com/cibernox/git-repo-version,8,12,1,FALSE,,1,10,1,1,0,1,MIT,24,3,0
git-repo-version,https://github.com/ocombe/ocLazyLoad,2666,535,120,FALSE,,1,22,5,2,0,0,MIT,437,155,0
oclazyload,https://github.com/bendrucker/dispatch-event,2,0,1,FALSE,,2,2,0,1,0,1,MIT,7,1,0
dispatch-event,https://github.com/cozy/americano,71,8,15,FALSE,,1,16,3,1,4,8,MIT,45,8,0
americano,https://github.com/reduxjs/redux-devtools,12168,937,231,FALSE,,1,30,3,2,0,4,MIT,946,85,17
react-dock,https://github.com/Polymer/observe-js,1360,132,89,FALSE,,0,17,7,2,1,0,BSD-2-Clause,122,33,0
observe-js,https://github.com/power-assert-js/espower-source,10,7,9,FALSE,,1,13,1,1,5,11,MIT,29,4,0
espower-source,https://github.com/xiangshouding/fis-scaffold-kernel,3,5,3,FALSE,,0,22,0,3,0,9,MIT,3,2,0
fis-scaffold-kernel,https://github.com/crissdev/gulp-yaml,23,7,2,FALSE,,2,12,13,1,0,6,MIT,14,1,36
gulp-yaml,https://github.com/crissdev/gulp-yaml,24,24,7,FALSE,,0,14,0,1,0,0,MIT,,1,0
x-obj,https://github.com/mafintosh/respawn,252,32,8,FALSE,,0,33,4,1,0,2,,27,7,0
respawn,https://github.com/npm/npm-registry-mock,25,15,23,FALSE,1,0,0,0,7,0,3,BSD-2-Clause,40,4,0
npm-registry-mock,https://github.com/lodash/lodash,49821,5812,876,FALSE,0.33,2,240,0,2,3,0,MIT,5159,245,0
lodash.uniqby,https://github.com/mikolalysenko/simple-3d-shader,7,7,0,FALSE,,0,6,0,1,0,1,MIT,,0,0
simple-3d-shader,https://github.com/gulpjs/undertaker-registry,12,7,5,FALSE,1,3,44,0,2,1,0,MIT,9,0,0
undertaker-registry,https://github.com/mmckegg/observ-grid,6,0,2,FALSE,,0,11,0,1,0,4,ISC,0,0,0
observ-grid,https://github.com/substack/node-nub,17,1,4,FALSE,,0,16,1,2,0,0,MIT,2,1,0
nub,https://github.com/d5/deep-defaults,1,3,2,FALSE,,1,25,0,1,0,1,MIT,5,0,0
deep-defaults,https://github.com/fex-team/fis3-deploy-encoding,0,1,15,FALSE,,0,24,0,3,0,0,MIT,0,0,0
fis3-deploy-encoding,https://github.com/outpunk/postcss-each,91,15,5,FALSE,,2,49,1,1,0,1,MIT,38,2,0
postcss-each,https://github.com/mafintosh/webrtc-swarm,355,62,16,FALSE,,1,26,4,2,0,6,MIT,43,15,0
webrtc-swarm,https://github.com/kevgo/dim-console-node,0,0,0,FALSE,,0,0,0,1,0,1,ISC,1,1,0
dim-console,https://github.com/sass-mq/sass-mq,1901,137,83,FALSE,,1,118,2,2,1,0,MIT,147,2,0
sass-mq,https://github.com/Southern/node-x509,102,81,11,FALSE,,0,26,3,2,0,1,MIT,88,33,0
x509,https://github.com/keis/billom,1,0,2,FALSE,,1,0,0,1,1,7,MIT,4,1,0
billom,https://github.com/keis/billom,1,1,0,FALSE,,0,0,0,1,0,3,BSD-2-Clause,,1,1
stream-tester,https://github.com/icodeforlove/node-promise-object,17,1,4,FALSE,,1,14,0,1,0,0,MIT,6,1,0
promise-object,https://github.com/lydell/source-map-url,30,8,1,FALSE,,1,313,0,1,0,0,MIT,7,3,0
source-map-url,https://github.com/coolaj86/node-location,2,0,2,FALSE,,0,20,0,1,0,0,,1,1,0
location,https://github.com/coolaj86/node-location,70,5,5,FALSE,,1,375,3,1,0,3,MIT,21,1,0
object.values,https://github.com/i18next/i18next,5730,554,83,FALSE,0.93,0,17,0,1,0,0,MIT,1610,4,0
i18next-client,https://github.com/i18next/i18next,5952,5952,570,FALSE,,0,16,0,4,0,11,,,2,0
nuke-components,https://github.com/fex-team/fis3-packager-deps-pack,28,8,14,FALSE,,0,25,0,1,0,1,BSD-2-Clause,24,12,0
fis3-packager-deps-pack,https://github.com/yahoo/express-state,242,29,26,FALSE,,0,15,4,3,0,1,BSD-2-Clause,41,0,0
express-state,https://github.com/mapbox/geojson-normalize,25,7,79,FALSE,,0,14,0,2,0,0,ISC,5,2,0
geojson-normalize,https://github.com/ethereumjs/ethereumjs-monorepo,1237,392,54,FALSE,0.82,2,128,1,7,1,7,MPL-2.0,1527,109,0
merkle-patricia-tree,https://github.com/ethereumjs/ethereumjs-monorepo,1331,1331,410,FALSE,,0,2,0,1,0,0,,,112,0
mersenne,https://github.com/enb/enb-bemxjst,21,19,17,FALSE,0.95,2,9,1,5,2,7,MPL-2.0,290,15,0
enb-bemxjst,https://github.com/domenic/dict,75,7,2,FALSE,,1,23,3,1,0,0,WTFPL,14,0,10
dict,https://github.com/olov/defs,119,10,10,FALSE,,0,17,0,1,0,10,MIT,35,1,0
defs,https://github.com/flet/deglob,37,3,6,FALSE,,1,39,1,6,0,6,ISC,20,1,0
deglob,https://github.com/jonkemp/qunit-phantomjs-runner,67,30,3,FALSE,,3,5,0,1,0,1,MIT,18,3,0
qunit-phantomjs-runner,https://github.com/basscss/basscss,5646,317,112,FALSE,,0,15,0,1,0,0,MIT,298,32,0
basscss-grid,https://github.com/bpmn-io/diagram-js,1051,322,52,FALSE,0.94,1,76,2,8,1,9,MIT,592,19,0
diagram-js,https://github.com/marcello3d/node-mongolian,353,53,16,FALSE,,0,13,1,1,0,3,,122,27,0
mongolian,https://github.com/spasdk/component,0,2,2,FALSE,,1,15,0,1,0,1,MIT,2,0,0
spa-component,https://github.com/ystskm/nodeunit-ci,1,0,1,FALSE,,0,0,0,1,0,1,,0,0,0
nodeunit-ci,https://github.com/azu/kuromojin,55,4,5,FALSE,,1,38,0,1,0,2,MIT,12,1,2
kuromojin,https://github.com/ide/react-clone-referenced-element,35,3,3,FALSE,1,1,92,1,1,0,0,MIT,6,0,0
react-clone-referenced-element,https://github.com/jfmengels/eslint-plugin-lodash-fp,143,27,5,FALSE,,3,23,8,2,0,5,MIT,98,30,0
eslint-plugin-lodash-fp,https://github.com/jfmengels/eslint-plugin-lodash-fp,141,141,27,FALSE,,0,0,0,1,2,0,ISC,,31,0
react-stub-context,https://github.com/rexxars/hyphenate-style-name,30,5,2,FALSE,,3,80,1,1,0,0,BSD-3-Clause,14,3,0
hyphenate-style-name,https://github.com/quiverjs/quiver-stream-channel,1,0,1,FALSE,,0,12,0,1,0,1,ISC,0,0,0
quiver-stream-channel,https://github.com/lleo/node-dequeue,20,5,2,FALSE,,0,20,1,1,0,0,,3,0,0
dequeue,https://github.com/papandreou/messy,3,2,2,FALSE,0.92,3,7,0,4,0,5,BSD-2-Clause,46,2,0
messy,https://github.com/dominictarr/pull-pair,3,5,2,FALSE,,0,13,0,2,0,0,MIT,0,0,0
pull-pair,https://github.com/tonyg/js-nacl,468,59,25,FALSE,,0,43,3,1,0,0,,55,8,0
js-nacl,https://github.com/tonyg/js-nacl,469,469,61,FALSE,,0,29,0,20,0,1,BSD-2-Clause,,9,0
metal-events,https://github.com/silverbucket/jaribu,3,4,2,FALSE,,0,0,0,1,0,9,GPL-3.0-or-later,34,6,0
jaribu,https://github.com/iwatakeshi/gulp-changelog,1,0,1,FALSE,,0,0,0,1,0,6,MIT,3,2,0
gulp-changelog,https://github.com/camme/webdriverjs,6978,1975,229,FALSE,,2,7,1,4,3,8,MIT,7276,128,9
webdriverjs,https://github.com/mafintosh/flush-write-stream,32,9,3,FALSE,,0,152,1,1,0,2,MIT,4,0,37
flush-write-stream,https://github.com/mafintosh/flush-write-stream,1,5,2,FALSE,0.8,2,1,0,6,0,3,MIT,19,3,0
jstransformer-less,https://github.com/novus/nvd3,7114,2220,321,FALSE,,2,54,3,1,0,0,Apache-2.0,2226,566,3
nvd3,https://github.com/ddo/oauth-1.0a,298,107,10,FALSE,1,0,166,6,1,0,0,MIT,109,18,0
oauth-1.0a,https://github.com/aui/tmodjs,672,198,57,FALSE,,0,14,2,1,0,3,BSD-2-Clause,131,71,0
tmodjs,https://github.com/oauthjs/node-oauth2-server,3504,876,125,FALSE,,1,81,31,4,7,6,MIT,707,179,6
oauth2-server,https://github.com/khrome/async-arrays,0,1,1,FALSE,,0,24,0,1,0,1,MIT,2,1,2
async-arrays,https://github.com/dfahlander/Dexie.js,7172,524,105,FALSE,,1,241,22,2,5,0,Apache-2.0,1413,374,0
dexie,https://github.com/voltrevo/eslint-config-voltrevo,0,0,1,FALSE,,0,0,0,1,0,0,MIT,0,0,0
eslint-config-voltrevo,https://github.com/okunishinishi/node-numcal,1,0,1,FALSE,,0,13,0,1,0,0,MIT,0,0,0
numcal,https://github.com/substack/deps-sort,16,17,6,FALSE,,0,39,1,41,0,4,MIT,18,1,0
deps-sort,https://github.com/crcn/crudlet.js,1013,1013,29,FALSE,,0,13,0,2,0,1,ISC,,6,0
obj-stream,https://github.com/jmorrell/get-youtube-id,86,11,7,FALSE,,0,48,3,1,0,0,MIT,7,2,0
get-youtube-id,https://github.com/ampersandjs/amp,135,12,11,FALSE,,1,11,0,1,0,0,MIT,98,10,0
amp-is-array,https://github.com/cssinjs/jss,6542,402,89,FALSE,0,2,583,3,2,0,11,MIT,1548,193,0
react-jss,https://github.com/spasdk/plugin,0,0,2,FALSE,,1,13,0,1,0,2,GPL-3.0,0,0,0
spa-plugin,https://github.com/BenjaminVanRyseghem/numbro,835,174,17,FALSE,,2,135,3,2,68,1,MIT,614,221,2
numbro,https://github.com/jonschlinkert/object-omit,79,7,3,FALSE,,1,16,2,1,0,2,MIT,8,3,0
object-omit,https://github.com/tschaub/eslint-config-tschaub,0,3,2,FALSE,,1,0,0,1,0,4,MIT,103,3,0
eslint-config-tschaub,https://github.com/medialize/sass.js,1135,132,36,FALSE,,2,35,3,1,2,0,MIT,141,26,0
sass.js,https://github.com/adamhooper/js-priority-queue,216,36,5,FALSE,,0,36,2,1,0,0,,13,0,0
js-priority-queue,https://github.com/normalize/spdy-keys,3,1,1,FALSE,,0,5,0,2,0,0,MIT,0,0,0
spdy-keys,https://github.com/nlf/riakpbc,38,30,6,FALSE,,1,12,0,3,0,4,MIT,93,7,0
riakpbc,https://github.com/aheckmann/regexp-clone,9,3,2,FALSE,,0,34,0,1,0,0,MIT,9,2,2
regexp-clone,https://github.com/vincit/objection.js,6439,6439,571,FALSE,,2,192,22,2,5,2,MIT,,34,0
objection,https://github.com/maxogden/menubar,6039,365,68,FALSE,,3,30,11,5,0,1,BSD-2-Clause,360,46,0
menubar,https://github.com/electron/spectron,1629,258,54,FALSE,,3,16,7,3,0,6,MIT,1029,261,0
spectron,https://github.com/jankolkmeier/xbee-api,100,48,15,FALSE,,1,20,5,1,0,3,MIT,70,7,0
xbee-api,https://github.com/ddsol/speedtest.net,528,111,17,FALSE,,1,57,13,1,0,12,MIT,123,8,0
speedtest-net,https://github.com/x2js/x2js,72,43,6,FALSE,,1,80,4,6,0,1,Apache-2.0,112,7,0
x2js,https://github.com/gulpjs/undertaker,180,28,12,FALSE,1,2,39,4,2,2,10,MIT,94,2,0
undertaker,https://github.com/tblobaum/directory,13,2,1,FALSE,,0,16,1,1,0,0,,3,0,0
directory,https://github.com/mattbierner/nu,10,0,1,FALSE,,0,13,0,1,0,0,MIT,4,1,0
nu-stream,https://github.com/MitocGroup/deep-framework,537,75,39,FALSE,,3,15,0,1,4,2,MIT,647,16,0
deep-core,https://github.com/simov/deep-copy,34,7,3,FALSE,1,1,60,2,1,0,0,MIT,6,1,10
deep-copy,https://github.com/mafintosh/discovery-swarm,360,56,20,FALSE,,1,73,2,5,0,7,MIT,68,29,0
discovery-swarm,https://github.com/unshiftio/querystringify,158,24,9,FALSE,1,0,207,6,4,0,0,MIT,35,1,1
querystringify,https://github.com/pierrec/js-xxhash,231,26,4,FALSE,,0,127,6,1,0,1,MIT,26,7,0
xxhashjs,https://github.com/wprl/deco,8,2,2,FALSE,,2,15,2,1,0,3,MIT,1,0,0
deco,https://github.com/sindresorhus/mem,902,46,14,FALSE,,2,333,9,2,0,2,MIT,85,0,0
mem,https://github.com/next-component/common-transparently-props,0,0,2,FALSE,,0,14,0,1,0,0,ISC,0,0,0
nt-transparently-props,https://github.com/creationix/git-sha1,16,0,2,FALSE,,0,12,1,1,0,0,MIT,1,1,0
git-sha1,https://github.com/dominictarr/sort-stream,7,1,1,FALSE,,0,12,2,1,0,1,MIT,1,0,0
sort-stream,https://github.com/dominictarr/sort-stream,7,7,1,FALSE,,0,0,0,1,0,4,MIT,,0,0
feliz.hooks,https://github.com/pleerock/microframework,74,17,5,FALSE,,1,14,0,2,0,1,MIT,7,0,12
microframework,https://github.com/Shouqun/node-dbus,139,65,15,FALSE,,0,26,2,2,4,1,MIT,233,54,0
dbus,https://github.com/Rekord/rekord,174,21,15,FALSE,,1,14,0,1,0,0,MIT,393,76,0
rekord,https://github.com/macbre/analyze-css,669,23,21,FALSE,1,3,16,6,1,0,13,BSD-2-Clause,466,8,0
analyze-css,https://github.com/hobbyquaker/yalm,3,1,1,FALSE,,1,56,0,1,2,1,MIT,5,0,0
yalm,https://github.com/mozilla/node-firefox-build-tools,0,5,12,FALSE,,2,0,0,4,0,8,Apache-2.0,12,5,0
node-firefox-build-tools,https://github.com/robertkowalski/github-url-from-username-repo,6,6,2,FALSE,,0,16,0,3,0,0,BSD-2-Clause,9,0,14
github-url-from-username-repo,https://github.com/eventEmitter/related-query-context,0,0,1,FALSE,,1,6,0,1,0,3,MIT,1,1,0
related-query-context,https://github.com/sofa/sofa-testing,1,1,6,FALSE,,0,3,0,3,0,0,GPL-3.0-or-later,0,0,0
sofa-testing,https://github.com/naturalatlas/node-gdal,475,113,29,FALSE,,0,26,8,5,28,2,Apache-2.0,285,60,0
gdal,https://github.com/naturalatlas/node-gdal,477,477,115,FALSE,,0,14,0,1,0,6,MIT,,60,0
tapc-log,https://github.com/JsCommunity/human-format,63,14,3,FALSE,,2,35,3,3,0,0,ISC,41,12,8
human-format,https://github.com/lintelio/lintel,1,0,2,FALSE,,2,13,1,1,0,0,MIT,0,0,0
lintel,https://github.com/LienJS/Lien,10,4,2,FALSE,,0,17,0,1,0,14,MIT,65,1,0
lien,https://github.com/bredele/datastore,100,9,5,FALSE,,0,10,0,1,0,2,MIT,48,14,0
datastore,https://github.com/tcr/rem,25,11,3,FALSE,,0,12,1,1,0,10,,98,40,0
rem,https://github.com/tcr/rem,25,25,11,FALSE,,0,15,2,1,0,5,Apache-2.0,,40,20
databank,https://github.com/joeybaker/remapify,120,24,4,FALSE,,2,5,1,1,0,2,Artistic-2.0,55,11,0
remapify,https://github.com/mikolalysenko/angle-normals,22,1,1,FALSE,,0,19,0,1,0,0,MIT,2,2,0
angle-normals,https://github.com/sindresorhus/npm-run-path,86,19,6,FALSE,,2,341,2,1,0,1,MIT,13,0,0
npm-run-path,https://github.com/Raynos/data-set,11,0,3,FALSE,,1,13,1,1,1,2,MIT,2,0,0
data-set,https://github.com/thlorenz/unique-concat,6,1,1,FALSE,,0,14,2,1,0,0,MIT,1,0,0
unique-concat,https://github.com/MatthewNPM/right-pad,4,5,1,FALSE,,0,212,0,1,0,0,MIT,3,0,0
right-pad,https://github.com/rsdoiel/mimetype-js,45,24,3,FALSE,,0,32,1,1,0,0,BSD-2-Clause,15,1,0
mimetype,https://github.com/repo-utils/npm-request,3,3,3,FALSE,,0,45,0,1,0,1,MIT,4,0,0
npm-request,https://github.com/mgol/eslint-config-mgol,0,1,2,FALSE,,2,0,0,1,0,0,MIT,6,1,0
eslint-config-mgol,https://github.com/elgs/splitargs,15,5,3,FALSE,,0,26,1,1,0,0,ISC,7,6,0
splitargs,https://github.com/swagger-api/swagger-node-express,3884,595,156,FALSE,,1,17,27,1,1,1,Apache-2.0,601,206,0
swagger-node-express,https://github.com/node-base/base-questions,7,0,3,FALSE,,2,7,1,1,0,12,MIT,15,10,8
base-questions,https://github.com/PrismarineJS/node-minecraft-protocol,799,186,33,FALSE,,1,33,9,7,0,16,BSD-3-Clause,927,74,5
